12 header lines (incl this one)
Object: KIC846
UT Date for start of observations: 2018.03.30
Observer: B.Gary
Band: g'-band, 17 ref star calibration 
Telescope: Meade 14" LX200-GPS, Optec FR
CCD: SBIG ST-10XME
Col 1: MJD (defined = JD - 2400000.5)
Col 2: g'-mag + 0.0007 (empirical adjustment)
Col 3: SE
Col 4: air mass

58207.33751	12.0943	0.0048	4.304
58207.33797	12.0769	0.0050	4.273
58207.33844	12.0807	0.0051	4.241
58207.33891	12.1002	0.0052	4.209
58207.33937	12.0975	0.0052	4.179
58207.33984	12.0832	0.0052	4.149
58207.34031	12.0743	0.0052	4.118
58207.34079	12.0737	0.0052	4.088
58207.34125	12.0948	0.0050	4.059
58207.34172	12.0830	0.0049	4.030
58207.34219	12.0848	0.0048	4.002
58207.34266	12.0813	0.0046	3.974
58207.34313	12.1013	0.0045	3.946
58207.34406	12.0616	0.0044	3.892
58207.34453	12.0839	0.0043	3.866
58207.34500	12.0855	0.0042	3.839
58207.34547	12.1033	0.0042	3.813
58207.34594	12.0883	0.0042	3.787
58207.34641	12.0823	0.0044	3.762
58207.34689	12.0800	0.0045	3.737
58207.34735	12.1000	0.0047	3.712
58207.34782	12.0879	0.0050	3.688
58207.34830	12.1102	0.0051	3.663
58207.34876	12.0922	0.0051	3.640
58207.34924	12.0744	0.0052	3.616
58207.34971	12.0946	0.0052	3.593
58207.35017	12.0963	0.0050	3.570
58207.35111	12.0833	0.0049	3.525
58207.35159	12.0942	0.0048	3.503
58207.35205	12.0902	0.0046	3.482
58207.35252	12.0959	0.0045	3.460
58207.35300	12.0921	0.0043	3.438
58207.35347	12.0858	0.0043	3.417
58207.35394	12.1023	0.0041	3.397
58207.35441	12.0993	0.0041	3.376
58207.35534	12.0798	0.0041	3.336
58207.35628	12.0853	0.0041	3.296
58207.35675	12.0740	0.0041	3.277
58207.35722	12.1060	0.0041	3.258
58207.35770	12.0898	0.0041	3.239
58207.35816	12.0813	0.0040	3.220
58207.35863	12.0952	0.0039	3.202
58207.35910	12.0797	0.0038	3.184
58207.35957	12.0898	0.0036	3.165
58207.36003	12.0716	0.0033	3.148
58207.36050	12.0838	0.0032	3.130
58207.36097	12.0911	0.0030	3.113
58207.36144	12.0837	0.0029	3.096
58207.36191	12.0608	0.0028	3.078
58207.36237	12.0912	0.0028	3.062
58207.36285	12.0866	0.0028	3.045
58207.36332	12.1042	0.0028	3.028
58207.36378	12.0968	0.0028	3.012
58207.36426	12.0818	0.0028	2.995
58207.36473	12.0794	0.0028	2.979
58207.36520	12.0675	0.0028	2.963
58207.36566	12.0969	0.0028	2.948
58207.36613	12.1022	0.0029	2.932
58207.36661	12.0829	0.0029	2.917
58207.36755	12.0875	0.0030	2.886
58207.36802	12.0845	0.0031	2.871
58207.36850	12.0812	0.0032	2.856
58207.36896	12.0808	0.0034	2.842
58207.36943	12.1004	0.0035	2.827
58207.36991	12.0822	0.0035	2.813
58207.37037	12.0852	0.0036	2.799
58207.37131	12.0689	0.0035	2.771
58207.37178	12.0714	0.0035	2.757
58207.37272	12.0754	0.0034	2.730
58207.37319	12.0801	0.0033	2.716
58207.37366	12.0879	0.0032	2.703
58207.37413	12.0848	0.0031	2.690
58207.37461	12.0934	0.0031	2.677
58207.37507	12.0866	0.0030	2.664
58207.37554	12.0790	0.0031	2.652
58207.37601	12.0850	0.0032	2.639
58207.37647	12.1011	0.0032	2.627
58207.37694	12.0756	0.0033	2.614
58207.37741	12.0855	0.0033	2.602
58207.37788	12.0851	0.0034	2.590
58207.37882	12.0849	0.0034	2.566
58207.37929	12.0982	0.0034	2.554
58207.37977	12.0747	0.0034	2.542
58207.38023	12.0845	0.0034	2.531
58207.38069	12.0957	0.0033	2.520
58207.38163	12.0844	0.0033	2.497
58207.38211	12.1042	0.0033	2.486
58207.38257	12.0828	0.0032	2.475
58207.38304	12.0984	0.0031	2.464
58207.38397	12.0810	0.0030	2.442
58207.38443	12.0865	0.0028	2.432
58207.38491	12.0959	0.0027	2.421
58207.38538	12.0858	0.0025	2.411
58207.38584	12.0911	0.0024	2.400
58207.38632	12.0819	0.0023	2.390
58207.38678	12.0771	0.0022	2.380
58207.38726	12.0909	0.0021	2.370
58207.38819	12.0748	0.0021	2.350
58207.38866	12.0896	0.0021	2.340
58207.38959	12.0866	0.0021	2.321
58207.39007	12.0985	0.0022	2.311
58207.39053	12.0894	0.0022	2.302
58207.39101	12.0726	0.0023	2.292
58207.39194	12.0859	0.0024	2.273
58207.39241	12.0796	0.0024	2.264
58207.39288	12.0845	0.0025	2.255
58207.39336	12.0884	0.0026	2.246
58207.39382	12.0832	0.0027	2.237
58207.39429	12.0989	0.0028	2.228
58207.39476	12.0841	0.0030	2.219
58207.39522	12.0852	0.0031	2.211
58207.39568	12.0859	0.0032	2.202
58207.39616	12.0764	0.0032	2.194
58207.39663	12.0928	0.0033	2.185
58207.39709	12.0899	0.0033	2.177
58207.39804	12.0864	0.0032	2.160
58207.39851	12.0983	0.0032	2.152
58207.39897	12.0759	0.0032	2.143
58207.39944	12.0821	0.0031	2.135
58207.39991	12.0832	0.0030	2.127
58207.40037	12.0891	0.0030	2.119
58207.40131	12.0819	0.0029	2.104
58207.40178	12.0750	0.0030	2.096
58207.40226	12.0760	0.0030	2.088
58207.40272	12.0863	0.0030	2.080
58207.40318	12.0811	0.0030	2.073
58207.40366	12.0812	0.0030	2.065
58207.40459	12.0873	0.0030	2.050
58207.40506	12.0819	0.0030	2.043
58207.40553	12.0753	0.0030	2.036
58207.40600	12.0748	0.0030	2.028
58207.40646	12.0704	0.0030	2.021
58207.40693	12.0716	0.0029	2.014
58207.40741	12.0947	0.0028	2.007
58207.40787	12.0878	0.0028	2.000
58207.40834	12.0890	0.0027	1.993
58207.40881	12.0766	0.0026	1.986
58207.40975	12.0849	0.0025	1.972
58207.41022	12.0760	0.0023	1.965
58207.41069	12.0934	0.0022	1.959
58207.41116	12.0819	0.0021	1.952
58207.41209	12.0756	0.0020	1.939
58207.41256	12.0902	0.0019	1.932
58207.41303	12.0762	0.0018	1.926
58207.41351	12.0944	0.0017	1.919
58207.41444	12.0945	0.0017	1.907
58207.41491	12.0858	0.0018	1.900
58207.41537	12.0852	0.0019	1.894
58207.41584	12.0861	0.0020	1.888
58207.41632	12.0937	0.0022	1.882
58207.41726	12.0867	0.0024	1.870
58207.41772	12.0860	0.0026	1.864
58207.41819	12.0875	0.0027	1.858
58207.41866	12.0815	0.0028	1.852
58207.41913	12.0830	0.0028	1.846
58207.41959	12.0930	0.0028	1.840
58207.42007	12.0783	0.0027	1.834
58207.42053	12.0808	0.0027	1.828
58207.42100	12.0950	0.0026	1.823
58207.42147	12.0956	0.0025	1.817
58207.42193	12.1013	0.0024	1.811
58207.42241	12.0829	0.0023	1.806
58207.42334	12.0949	0.0023	1.795
58207.42382	12.0857	0.0024	1.789
58207.42428	12.0936	0.0024	1.784
58207.42522	12.0816	0.0026	1.773
58207.42569	12.0778	0.0027	1.768
58207.42616	12.0957	0.0028	1.762
58207.42662	12.0911	0.0029	1.757
58207.42709	12.0896	0.0030	1.752
58207.42756	12.0935	0.0031	1.747
58207.42850	12.0983	0.0031	1.737
58207.42897	12.0839	0.0032	1.731
58207.42943	12.0857	0.0032	1.726
58207.42991	12.1009	0.0032	1.721
58207.43038	12.0811	0.0032	1.716
58207.43084	12.0822	0.0032	1.712
58207.43131	12.0753	0.0032	1.707
58207.43225	12.0794	0.0032	1.697
58207.43271	12.0829	0.0032	1.692
58207.43318	12.0837	0.0033	1.687
58207.43366	12.0862	0.0032	1.683
58207.43413	12.0867	0.0032	1.678
58207.43459	12.0854	0.0030	1.673
58207.43507	12.0880	0.0029	1.669
58207.43553	12.0844	0.0027	1.664
58207.43601	12.0862	0.0025	1.659
58207.43647	12.0895	0.0023	1.655
58207.43693	12.0870	0.0021	1.650
58207.43741	12.0856	0.0019	1.646
58207.43787	12.0831	0.0017	1.641
58207.43834	12.0855	0.0016	1.637
58207.43882	12.0910	0.0015	1.633
58207.43928	12.0925	0.0015	1.628
58207.44022	12.0850	0.0015	1.620
58207.44069	12.0820	0.0015	1.615
58207.44163	12.0883	0.0015	1.607
58207.44257	12.0904	0.0015	1.598
58207.44303	12.0880	0.0016	1.594
58207.44351	12.0760	0.0016	1.590
58207.44398	12.0923	0.0016	1.586
58207.44444	12.0863	0.0017	1.582
58207.44537	12.0934	0.0017	1.574
58207.44584	12.0819	0.0017	1.570
58207.44631	12.0856	0.0017	1.566
58207.44678	12.0821	0.0016	1.562
58207.44818	12.0806	0.0016	1.551
58207.44866	12.0837	0.0016	1.547
58207.44912	12.0818	0.0016	1.543
58207.44959	12.0936	0.0017	1.539
58207.45006	12.0674	0.0018	1.535
58207.45053	12.0775	0.0019	1.532
58207.45100	12.0805	0.0020	1.528
58207.45147	12.0927	0.0022	1.524
58207.45193	12.0904	0.0023	1.521
58207.45241	12.0845	0.0024	1.517
58207.45333	12.0904	0.0025	1.510
58207.45381	12.0916	0.0025	1.506
58207.45427	12.0812	0.0026	1.503
58207.45473	12.0882	0.0026	1.499
58207.45521	12.0762	0.0026	1.496
58207.45661	12.0888	0.0025	1.485
58207.45707	12.0829	0.0024	1.482
58207.45755	12.0918	0.0023	1.479
58207.45801	12.0871	0.0022	1.475
58207.45848	12.0803	0.0021	1.472
58207.45895	12.0864	0.0021	1.469
58207.45941	12.0899	0.0020	1.465
58207.45987	12.0879	0.0020	1.462
58207.46035	12.0893	0.0020	1.459
58207.46082	12.0798	0.0020	1.455
58207.46175	12.0956	0.0020	1.449
58207.46222	12.0931	0.0020	1.446
58207.46269	12.0824	0.0019	1.443
58207.46316	12.0873	0.0019	1.440
58207.46410	12.0901	0.0019	1.433
58207.46456	12.0888	0.0018	1.430
58207.46502	12.0838	0.0018	1.427
58207.46549	12.0853	0.0018	1.424
58207.46596	12.0814	0.0018	1.421
58207.46644	12.0893	0.0018	1.418
58207.46690	12.0877	0.0019	1.415
58207.46736	12.0793	0.0020	1.412
58207.46782	12.0842	0.0021	1.409
58207.46830	12.0866	0.0022	1.406
58207.46877	12.0807	0.0022	1.403
58207.46924	12.0868	0.0023	1.401
58207.47016	12.0834	0.0022	1.395
58207.47064	12.0915	0.0022	1.392
58207.47110	12.0885	0.0022	1.389
58207.47157	12.0898	0.0021	1.386
58207.47204	12.0829	0.0020	1.384
58207.47297	12.0892	0.0019	1.378
58207.47344	12.0923	0.0018	1.375
58207.47390	12.0825	0.0017	1.373
58207.47484	12.0846	0.0016	1.367
58207.47531	12.0892	0.0015	1.364
58207.47578	12.0910	0.0015	1.362
58207.47625	12.0850	0.0014	1.359
58207.47671	12.0860	0.0014	1.357
58207.47718	12.0873	0.0014	1.354
58207.47764	12.0909	0.0014	1.351
58207.47811	12.0847	0.0013	1.349
58207.47858	12.0873	0.0013	1.346
58207.47904	12.0809	0.0013	1.344
58207.47951	12.0897	0.0012	1.341
58207.47999	12.0935	0.0012	1.339
58207.48091	12.0789	0.0011	1.334
58207.48139	12.0825	0.0011	1.331
58207.48185	12.0834	0.0011	1.329
58207.48233	12.0891	0.0011	1.326
58207.48280	12.0884	0.0012	1.324
58207.48326	12.0779	0.0012	1.321
58207.48421	12.0919	0.0013	1.317
58207.48468	12.0876	0.0013	1.314
58207.48515	12.0825	0.0014	1.312
58207.48563	12.0855	0.0014	1.310
58207.48609	12.0838	0.0014	1.307
58207.48656	12.0787	0.0014	1.305
58207.48704	12.0833	0.0014	1.303
58207.48750	12.0883	0.0014	1.300
58207.48797	12.0854	0.0014	1.298
58207.48844	12.0829	0.0014	1.296
58207.48891	12.0845	0.0014	1.294
58207.48937	12.0855	0.0014	1.291
58207.48985	12.0947	0.0014	1.289
58207.49032	12.0900	0.0015	1.287
58207.49079	12.0893	0.0015	1.285
58207.49126	12.0941	0.0016	1.283
58207.49172	12.0857	0.0016	1.280
58207.49219	12.0819	0.0016	1.278
58207.49265	12.0821	0.0016	1.276
58207.49359	12.0904	0.0016	1.272
58207.49406	12.0885	0.0016	1.270
58207.49453	12.0866	0.0017	1.268
58207.49545	12.0862	0.0018	1.264
58207.49593	12.0902	0.0019	1.262
58207.49640	12.0827	0.0020	1.260
58207.49686	12.0912	0.0021	1.258
58207.49733	12.0732	0.0022	1.256
58207.49780	12.0863	0.0023	1.254
58207.49826	12.0810	0.0025	1.252
58207.49874	12.0889	0.0026	1.250
58207.49921	12.0915	0.0027	1.248
58207.49968	12.0855	0.0027	1.246
58207.50014	12.0841	0.0027	1.244
58207.50061	12.0800	0.0027	1.242
58207.50108	12.0910	0.0026	1.240
58207.50155	12.0887	0.0026	1.238
58207.50201	12.0857	0.0025	1.236
58207.50249	12.0945	0.0023	1.234
58207.50295	12.0878	0.0022	1.232
58207.50341	12.0909	0.0020	1.231
58207.50388	12.0925	0.0019	1.229
58207.50435	12.0819	0.0018	1.227
58207.50481	12.0879	0.0017	1.225
58207.50529	12.0843	0.0017	1.223
58207.50575	12.0855	0.0017	1.221
58207.50669	12.0826	0.0017	1.218
58207.50716	12.0851	0.0018	1.216
58207.50763	12.0875	0.0018	1.214
58207.50856	12.0858	0.0018	1.211
58207.50903	12.0945	0.0018	1.209
58207.50950	12.0866	0.0018	1.207
58207.50997	12.0884	0.0029	1.206
